"Registration #","Salesforce #",Name,Type,Venue,Denomination,Location,Missionary,"Created Date","Expiration Date",Puggles,Cubbies,Sparks,Flame,Torch,"Truth Seekers","Living God's Story",T&T,"Jr. Varsity",Trek,Journey,Descubrelo,"Building Healthy Families",Total,Leaders
TZ000054,921647,"SILOAM ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,0,31,24,36,43,0,0,0,0,0,0,0,134,8
TZ000056,921653,"TANZANIA OUTREACH MINISTRIES","Leader based",Church,Pentecostal,DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,0,38,32,43,54,0,0,0,0,0,0,0,167,9
TZ000057,921656,"TANZANIA ANGLICAN CHURCH","Leader based",Church,Anglican,DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,0,36,60,46,60,0,0,0,0,0,0,0,202,14
TZ000058,921659,"THE CHURCH OF GOSPEL INTERNATION","Leader based",Church,Pentecostal,DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,30,47,30,30,0,0,0,0,0,0,0,0,137,0
TZ000059,921662,"THE GREAT COMMISON MINISTRIES","Leader based",Church,Pentecostal,"MJI MPYA WAZO HILL","Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,30,30,30,25,0,0,0,0,0,0,0,0,115,0
TZ000063,921674,"THE FOUR SQUARE CHURCH INTERNATIONAL","Leader based",Church,"Four Square",DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,36,38,46,45,0,0,0,0,0,0,0,0,165,13
TZ000066,921683,"VICTORY CHRISTIAN MISSION CENTRE","Leader based",Church,Pentecostal,DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,53,50,40,33,0,0,0,0,0,0,0,0,176,12
TZ000067,921686,"VICTORY CHAPEL INTERNATIONAL","Leader based",Church,Pentecostal,"KIBAHA- PWANI","Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,25,35,25,25,0,0,0,0,0,0,0,0,110,0
TZ000068,921689,"VINGUNGUTI BAPTIST CHURCH","Leader based",Church,Baptist,DAR-ES-SALAAM,"Emmanuel Nkwamu","1/11/2018 12:29:30 AM","Jan 2027",0,23,32,25,32,0,0,0,0,0,0,0,0,112,10
TZ000072,946008,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,22,43,33,27,0,0,0,0,0,0,0,0,125,9
TZ000073,946009,"TANZANIA CALVARY TABERNACLE CHURCH","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,20,33,44,42,0,0,0,0,0,0,0,0,139,7
TZ000074,946010,"PENTECOSTAL REVIVAL CHURCH","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,0,53,52,54,0,0,0,0,0,0,0,0,159,10
TZ000075,946011,"EVANGELISTIC ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,0,62,74,37,0,0,0,0,0,0,0,0,173,8
TZ000076,946012,"EVANGELISTIC ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,26,63,72,48,60,0,0,0,0,0,0,0,269,12
TZ000077,946113,"EMMAUS BIBLE CHURCH PENTECOSTE","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,0,68,105,63,0,0,0,0,0,0,0,0,236,11
TZ000078,946114,"FREE CHURCH IN CHRIST","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,0,105,112,64,0,0,0,0,0,0,0,0,281,16
TZ000079,946115,"FREE CHURCH IN CHRIST","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,0,53,42,36,0,0,0,0,0,0,0,0,131,9
TZ000080,946116,"FREE PENTECOSTAL CHURCH","Leader based",Church,Pentecostal,MBEYA,"Yohana Simkanga","1/11/2018 12:29:28 AM","Jan 2027",0,0,47,55,34,0,0,0,0,0,0,0,0,136,8
TZ000081,946117,"FULL SALVATION CHRISTIAN CHURCH","Leader based",Church,Pentecostal,MBEYA,"Yohana Simkanga","1/11/2018 12:29:28 AM","Jan 2027",0,31,43,42,34,0,0,0,0,0,0,0,0,150,6
TZ000082,946128,"THE KINGS CITY TABERNACLE","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,31,53,42,43,0,0,0,0,0,0,0,0,169,7
TZ000083,946129,"PENTECOSTE ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,26,37,45,42,0,0,0,0,0,0,0,0,150,7
TZ000084,946130,"FREE CHURCH IN CHRIST","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,34,47,47,33,0,0,0,0,0,0,0,0,161,9
TZ000085,946131,"FREE PENTECOSTAL CHURCH IN TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,34,39,47,29,0,0,0,0,0,0,0,0,149,6
TZ000086,946132,"PENTECOSTE CALVARY GOSPEL CHURCH","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,35,63,52,46,0,0,0,0,0,0,0,0,196,11
TZ000087,946133,"KANISA LA BIBLIA CHURCH","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,34,64,46,47,0,0,0,0,0,0,0,0,191,12
TZ000088,946134,"WAPO MISSION INTERNATION","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,40,73,50,47,0,0,0,0,0,0,0,0,210,8
TZ000089,946135,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,34,73,49,48,0,0,0,0,0,0,0,0,204,9
TZ000090,946136,"PENTECOSTE HOLINESS ASSOCIATION MISSION","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,35,67,46,43,0,0,0,0,0,0,0,0,191,8
TZ000091,946137,"FREE PENTECOSTAL CHURCH IN TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,40,63,62,44,0,0,0,0,0,0,0,0,209,8
TZ000092,946138,"FREE PENTECOSTAL CHURCH IN TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,0,77,78,42,0,0,0,0,0,0,0,0,197,13
TZ000093,946139,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,30,63,54,39,0,0,0,0,0,0,0,0,186,10
TZ000094,946140,"BIBLE STUDY and EVANGELISM FELLOWSHIP","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,30,63,42,40,0,0,0,0,0,0,0,0,175,6
TZ000095,946141,"PENTECOSTE HOLINESS ASSOCIATION MISSION","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,37,70,48,45,0,0,0,0,0,0,0,0,200,8
TZ000096,946142,"PENTECOSTE EVANGELISTIC FELLOWSHIP OF AF","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,30,67,58,43,0,0,0,0,0,0,0,0,198,9
TZ000097,946143,"PENTECOSTE STABLE CHRISTIAN CHURCH","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,33,63,62,51,0,0,0,0,0,0,0,0,209,11
TZ000098,946144,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,47,58,53,45,0,0,0,0,0,0,0,0,203,8
TZ000099,946145,"EVANGELISTIC ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,34,47,43,37,0,0,0,0,0,0,0,0,161,6
TZ000100,946146,"PENTECOSTE HOLINESS ASSOCIATION MISSION","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,25,59,66,44,0,0,0,0,0,0,0,0,194,12
TZ000101,946147,"PENTECOSTE HOLINESS MISSION","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,25,63,47,41,0,0,0,0,0,0,0,0,176,8
TZ000102,946655,"PENTECOSTE HOLINESS MISSION","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,47,86,60,55,0,0,0,0,0,0,0,0,248,3
TZ000103,946656,"FREE PENTECOSTAL CHURCH OF TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:12 AM","Jan 2027",0,43,47,53,52,0,0,0,0,0,0,0,0,195,6
TZ000104,946657,"REDEEMED ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,47,63,62,53,0,0,0,0,0,0,0,0,225,12
TZ000105,946658,"FREE PENTECOSTAL CHURCH OF TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,37,74,67,47,0,0,0,0,0,0,0,0,225,8
TZ000106,946659,"EVANGELISTIC ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:12 AM","Jan 2027",0,48,52,47,48,0,0,0,0,0,0,0,0,195,9
TZ000107,946660,"REVIVAL CHRISTIAN CENTRE","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:28 AM","Jan 2027",0,36,57,49,46,0,0,0,0,0,0,0,0,188,7
TZ000108,946661,"CHURCH OF GOD IN CHRIST","Leader based",Church,"Church of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,37,82,57,52,0,0,0,0,0,0,0,0,228,12
TZ000109,946662,"FREE PENTECOSTAL CHURCH OF TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,53,74,67,61,0,0,0,0,0,0,0,0,255,9
TZ000110,946663,"REDEEMED ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,42,84,56,52,0,0,0,0,0,0,0,0,234,4
TZ000111,946664,"CALVARY ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",MBEYA,"Emmanuel Nkwamu","1/11/2018 12:30:25 AM","Jan 2027",0,34,72,64,54,0,0,0,0,0,0,0,0,224,8
TZ000112,946665,"KANISA LA PENTEKOSTE TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:17 AM","Jan 2027",0,32,63,60,64,0,0,0,0,0,0,0,0,219,6
TZ000113,946666,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based",Church,Pentecostal,MBEYA,"Emmanuel Nkwamu","1/11/2018 12:29:25 AM","Jan 2027",0,42,67,63,51,0,0,0,0,0,0,0,0,223,10
